iter	Logloss
838	0.2622809724
839	0.2622127574
840	0.2621417187
841	0.2620322076
842	0.2619360112
843	0.2618690785
844	0.2617843231
845	0.2616462248
846	0.2615285214
847	0.2614101716
848	0.2613163702
849	0.2612187948
850	0.2611482288
851	0.2610017025
852	0.2608978394
853	0.2607813165
854	0.2606588492
855	0.2605476834
856	0.2604703049
857	0.2603642112
858	0.2602617818
859	0.2601752625
860	0.2600986818
861	0.2599658883
862	0.2598876133
863	0.2597959015
864	0.2595748954
865	0.2594467929
866	0.2593371203
867	0.25927058
868	0.2591913734
869	0.2591191589
870	0.2590511923
871	0.2589538545
872	0.2588764845
873	0.2588139494
874	0.2587661472
875	0.2587000605
876	0.2585976179
877	0.258532129
878	0.258444394
879	0.258376132
880	0.2583388882
881	0.2582839248
882	0.2582011707
883	0.2581260805
884	0.258037658
885	0.257951425
886	0.2578637456
887	0.2578003822
888	0.2577665128
889	0.2577146039
890	0.2576595243
891	0.2575921964
892	0.2574259169
893	0.2573466946
894	0.2573150882
895	0.2572351465
896	0.2571384739
897	0.2570971372
898	0.2569698351
899	0.2569056044
900	0.2567916613
901	0.2566692414
902	0.2565795202
903	0.2564763907
904	0.2563511921
905	0.256291591
906	0.2562247857
907	0.2561398213
908	0.2560542025
909	0.2559740464
910	0.2558563456
911	0.2558185199
912	0.2557273089
913	0.2556079722
914	0.2554939523
915	0.2554134658
916	0.2553383488
917	0.2553044632
918	0.2552613107
919	0.2551719363
920	0.2550952656
921	0.255056632
922	0.2549587505
923	0.254907915
924	0.2548102203
925	0.2546972223
926	0.2546445332
927	0.2545516011
928	0.2544929186
929	0.2544053445
930	0.2543455244
931	0.2542714214
932	0.2541877314
933	0.254085219
934	0.2539290092
935	0.2538391258
936	0.2537077488
937	0.2536180259
938	0.2535228045
939	0.2534537682
940	0.2533440361
941	0.2532915265
942	0.2531815816
943	0.2530331795
944	0.2529588073
945	0.2528772661
946	0.2528211086
947	0.2527155163
948	0.2526600853
949	0.2525126574
950	0.2524385825
951	0.2523858636
952	0.2523234917
953	0.2521260415
954	0.2520032823
955	0.2519136937
956	0.2518430187
957	0.2517806275
958	0.2517565451
959	0.2516974069
960	0.2515696391
961	0.2515023498
962	0.2514496204
963	0.2513778073
964	0.2513246908
965	0.251289856
966	0.2512074865
967	0.2511243547
968	0.2510297329
969	0.2508471183
970	0.2507449218
971	0.2507098959
972	0.2506321311
973	0.2505203035
974	0.2504638034
975	0.2504035615
976	0.2503309157
977	0.2502780735
978	0.2502027307
979	0.2501437354
980	0.2500786815
981	0.2500450114
982	0.2499676875
983	0.2498585077
984	0.2497826173
985	0.2496601715
986	0.2495531615
987	0.2494518445
988	0.2494212179
989	0.2493825227
990	0.2492583156
991	0.249202531
992	0.2491689216
993	0.2490594623
994	0.2488708362
995	0.2487577685
996	0.2487131147
997	0.2486457527
998	0.2485705465
999	0.2484658688
